STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2005,,36.099998,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2006,,35.099998,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2007,,35.299999,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,35.400002,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,35.5,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,34.799999,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,34.599998,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,33.5,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,33.400002,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,33.099998,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,32.700001,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,32.400002,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,32.200001,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,32.099998,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,OECD,OECD,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2019,,32.099998,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,COL,Colombia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,0.80000001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,COL,Colombia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,1.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,COL,Colombia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,0.69999999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,COL,Colombia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,COL,Colombia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,0.89999998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,COL,Colombia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,10.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,COL,Colombia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,12.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,COL,Colombia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,14.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,COL,Colombia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,15.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1960,,50,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1967,,50,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1970,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1975,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1981,,84.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,89.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1990,,94.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1997,,93.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2004,,97.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,POL,Poland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,25,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,POL,Poland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2007,,18.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,POL,Poland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,18.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,POL,Poland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,18.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,POL,Poland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,18.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,POL,Poland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,17.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,POL,Poland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,17.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,POL,Poland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2019,,13.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1960,,92,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1963,,90.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1968,,88.300003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1974,,85.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1980,,84.300003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,83.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1990,,77.300003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1996,,66,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1998,,60,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2002,,62.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2004,,64.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2006,,63.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,59.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,61.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,60,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,62,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,61.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUS,Australia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,61.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1960,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1965,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1970,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1975,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1980,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,75,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1990,,75,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1992,,75,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1995,,76,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1998,,77,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2004,,74,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2005,,73,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,74,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,71,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,73,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,72,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NOR,Norway,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,69,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,IRL,Ireland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1960,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,IRL,Ireland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1965,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,IRL,Ireland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1970,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,IRL,Ireland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1975,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,IRL,Ireland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1980,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,IRL,Ireland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,IRL,Ireland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1990,,62.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,IRL,Ireland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1995,,57.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,IRL,Ireland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,44.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,IRL,Ireland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2005,,41.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,IRL,Ireland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,40.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,IRL,Ireland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,34,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LUX,Luxembourg,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1970,,60,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LUX,Luxembourg,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1975,,60,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LUX,Luxembourg,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1980,,60,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LUX,Luxembourg,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,60,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LUX,Luxembourg,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1990,,60,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LUX,Luxembourg,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1994,,60,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LUX,Luxembourg,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1998,,60,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LUX,Luxembourg,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,60,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LUX,Luxembourg,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,59,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LUX,Luxembourg,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,58.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LUX,Luxembourg,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,56.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LUX,Luxembourg,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,56.900002,,A,Normal value,0,Units,1,One
